"","tag_serial_number","tag_type","tag_subtype","sensor_type","acoustic_tag_id","acoustic_tag_id_alternative","manufacturer","model","frequency","status","activation_date","battery_estimated_life","battery_estimated_end_date","length","diameter","weight","floating","archive_memory","sensor_slope","sensor_intercept","sensor_range","sensor_range_min","sensor_range_max","sensor_resolution","sensor_unit","sensor_accuracy","sensor_transmit_ratio","accelerometer_algorithm","accelerometer_samples_per_second","owner_organization","owner_pi","financing_project","step1_min_delay","step1_max_delay","step1_power","step1_duration","step1_acceleration_duration","step2_min_delay","step2_max_delay","step2_power","step2_duration","step2_acceleration_duration","step3_min_delay","step3_max_delay","step3_power","step3_duration","step3_acceleration_duration","step4_min_delay","step4_max_delay","step4_power","step4_duration","step4_acceleration_duration","tag_id","tag_device_id"
"249","1400225","acoustic-archival","animal","temperature","A69-9006-11179",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 16:15:00,"425",2021-12-18 16:15:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2078",886
"250","1400225","acoustic-archival","animal","pressure","A69-9006-11180",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 16:15:00,"425",2021-12-18 16:15:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2079",886
"251","1400226","acoustic-archival","animal","pressure","A69-9006-11182",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:40:00,"425",2021-12-18 15:40:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2080",887
"252","1400226","acoustic-archival","animal","temperature","A69-9006-11181",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:40:00,"425",2021-12-18 15:40:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2081",887
"253","1400227","acoustic-archival","animal","pressure","A69-9006-11184",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 09:00:00,"425",2022-11-12 09:00:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"INBO","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2082",888
"254","1400227","acoustic-archival","animal","temperature","A69-9006-11183",NA,"INNOVASEA","ADST-2x",NA,"active",2021-09-13 09:00:00,"425",2022-11-12 09:00:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"INBO","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2083",888
"255","1400228","acoustic-archival","animal","pressure","A69-9006-11186",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:55:00,"425",2021-12-18 14:55:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2084",889
"256","1400228","acoustic-archival","animal","temperature","A69-9006-11185",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 14:55:00,"425",2021-12-18 14:55:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2085",889
"257","1400229","acoustic-archival","animal","pressure","A69-9006-11188",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:05:00,"425",2021-12-18 15:05:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2086",890
"258","1400229","acoustic-archival","animal","temperature","A69-9006-11187",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:05:00,"425",2021-12-18 15:05:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2087",890
"259","1400230","acoustic-archival","animal","temperature","A69-9006-11189",NA,"INNOVASEA","ADST-2x",NA,"active",2021-12-15 12:45:00,"425",2023-02-13 12:45:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2088",891
"260","1400230","acoustic-archival","animal","pressure","A69-9006-11190",NA,"INNOVASEA","ADST-2x",NA,"active",2021-12-15 12:45:00,"425",2023-02-13 12:45:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2089",891
"261","1400231","acoustic-archival","animal","pressure","A69-9006-11192",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:50:00,"425",2021-12-18 15:50:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2090",892
"262","1400231","acoustic-archival","animal","temperature","A69-9006-11191",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 15:50:00,"425",2021-12-18 15:50:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2091",892
"263","1400232","acoustic-archival","animal","temperature","A69-9006-11193",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:40:00,"425",2019-10-30 13:40:00,NA,NA,NA,NA,NA,0,-5,"-5 to 35",NA,NA,NA,"°C",NA,1,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:2154",11756
"264","1400232","acoustic-archival","animal","pressure","A69-9006-11194",NA,"INNOVASEA","ADST-2x",NA,"ended",2020-10-19 13:40:00,"425",2019-10-30 13:40:00,NA,NA,NA,NA,NA,0,-1,"68",NA,NA,NA,"m",NA,9,NA,NA,"VLIZ","Jan Reubens",NA,"180","280","H",70,NA,"300","400","H",355,NA,NA,NA,"L",365,NA,NA,NA,"L",0,NA,"archive:3338",11756
